"Скорость, м/с","Угол, град","t, с","m, кг","V, м/с","a, м/с",M,C_Xa,"X_a, Н","α, рад","Θ_c, рад","dV/dt, м/с²",C_Ya,"Y_a, Н","dΘ_c/dt, с⁻¹","Θ_c, град","θ, град","y, м","dy/dt, м/с","x, м","dx/dt, м/с","M_z^α, Н·м/рад","ω_z, с⁻¹","dω_z/dt, с⁻²","ρ, кг/м³","p, Па"
952,50,35.0,800.0,236.89,302.74,0.7825,0.5325,1352.92,-0.13729,0.0878,-2.55,0.25,-87.21,-0.0416,5.029,-2.84,9257.43,20.77,11623.87,235.97,-795.26,0.2138,0.9103,0.4528,29643.0
952,50,36.0,800.0,234.57,302.67,0.775,0.525,1305.48,0.17066,0.0465,-2.09,0.25,106.09,-0.0411,2.666,12.44,9273.24,10.91,11859.01,234.32,-770.86,-0.057,-1.0958,0.45193,29573.0
952,50,37.0,800.0,232.71,302.65,0.7689,0.5189,1269.05,-0.14294,0.0048,-1.63,0.25,-87.39,-0.0425,0.275,-7.91,9279.27,1.12,12092.52,232.71,-752.18,-0.28,0.8948,0.4516,29546.4
952,50,38.0,800.0,231.3,302.67,0.7642,0.5142,1242.97,0.05669,-0.0377,-1.19,0.25,34.26,-0.0421,-2.159,1.09,9275.46,-8.71,12324.44,231.14,-738.91,0.3608,-0.3477,0.45181,29563.2
952,50,39.0,800.0,230.33,302.72,0.7609,0.5109,1226.55,0.05616,-0.0795,-0.76,0.25,33.71,-0.0421,-4.558,-1.34,9261.94,-18.3,12554.81,229.6,-730.71,-0.4437,-0.343,0.45255,29623.0
952,50,40.0,800.0,229.79,302.82,0.7588,0.5088,1219.28,-0.14576,-0.1222,-0.33,0.25,-87.32,-0.0427,-7.0,-15.35,9238.8,-28.0,12783.65,228.08,-727.34,0.1827,0.8837,0.45382,29725.6
952,50,41.0,800.0,229.66,302.96,0.758,0.508,1220.9,0.17044,-0.1642,0.07,0.25,102.4,-0.0414,-9.408,0.36,9206.0,-37.54,13010.97,226.57,-728.67,0.0083,-1.0344,0.45562,29871.4
952,50,42.0,800.0,229.93,303.15,0.7585,0.5085,1231.02,-0.12019,-0.2058,0.46,0.25,-72.75,-0.042,-11.794,-18.68,9163.74,-47.0,13236.79,225.07,-734.51,-0.3429,0.7345,0.45795,30060.1
952,50,43.0,800.0,230.58,303.37,0.7601,0.5101,1249.62,0.02003,-0.2476,0.83,0.25,12.27,-0.041,-14.188,-13.04,9111.97,-56.51,13461.1,223.54,-744.84,0.3798,-0.123,0.46082,30292.7
952,50,44.0,800.0,231.59,303.63,0.7627,0.5127,1276.55,0.08396,-0.288,1.18,0.25,52.26,-0.0402,-16.502,-11.69,9050.81,-65.78,13683.9,222.05,-759.59,-0.4099,-0.5324,0.46422,30569.3
952,50,45.0,800.0,232.94,303.93,0.7664,0.5164,1311.8,-0.15192,-0.3284,1.51,0.25,-96.48,-0.0403,-18.817,-27.52,8980.37,-75.13,13905.17,220.49,-778.74,0.1429,0.986,0.46817,30890.5
952,50,46.0,800.0,234.61,304.27,0.771,0.521,1355.51,0.16453,-0.3677,1.82,0.25,107.01,-0.0383,-21.067,-11.64,8900.6,-84.33,14124.87,218.93,-802.36,0.0184,-1.0993,0.47266,31257.4
952,50,47.0,800.0,236.57,304.65,0.7765,0.5265,1407.66,-0.12903,-0.406,2.1,0.25,-86.24,-0.0384,-23.26,-30.65,8811.74,-93.42,14343.02,217.34,-830.42,-0.3059,0.8913,0.47771,31670.3
952,50,48.0,800.0,238.81,305.07,0.7828,0.5328,1468.52,0.0653,-0.4438,2.36,0.25,45.0,-0.0368,-25.427,-21.69,8713.74,-102.53,14559.52,215.67,-863.04,0.3617,-0.4677,0.48333,32130.8
952,50,49.0,800.0,241.28,305.53,0.7897,0.5397,1538.17,0.00271,-0.4798,2.59,0.25,1.93,-0.0359,-27.493,-27.34,8606.78,-111.39,14774.38,214.04,-900.26,-0.4758,-0.0223,0.48952,32639.7
952,50,50.0,800.0,243.98,306.02,0.7973,0.5473,1616.83,-0.06034,-0.5157,2.8,0.25,-44.56,-0.0351,-29.546,-33.0,8490.92,-120.31,14987.54,212.26,-942.17,0.3765,0.4753,0.49629,33198.2
952,50,51.0,800.0,246.87,306.55,0.8053,0.558,1712.8,0.10002,-0.5496,2.97,0.2473,75.94,-0.0334,-31.493,-25.76,8366.26,-128.96,15198.92,210.51,-988.81,-0.3792,-0.8252,0.50366,33807.8
952,50,52.0,800.0,249.91,307.12,0.8137,0.5706,1823.33,-0.12364,-0.5832,3.11,0.2431,-96.06,-0.0332,-33.412,-40.5,8232.98,-137.62,15408.5,208.61,-1040.1,0.2396,1.0722,0.51163,34469.6
952,50,53.0,800.0,253.08,307.72,0.8224,0.5836,1944.59,0.13436,-0.6151,3.21,0.2388,106.89,-0.031,-35.241,-27.54,8091.12,-146.03,15616.14,206.7,-1096.08,-0.2453,-1.2273,0.52021,35185.4
952,50,54.0,800.0,256.33,308.35,0.8313,0.5969,2076.52,-0.13755,-0.6462,3.3,0.2344,-112.14,-0.031,-37.027,-44.91,7940.94,-154.36,15821.84,204.64,-1156.7,0.1528,1.3256,0.52942,35956.4
952,50,55.0,800.0,259.66,309.02,0.8402,0.6104,2219.24,0.13484,-0.676,3.35,0.2299,112.7,-0.0288,-38.733,-31.01,7782.48,-162.47,16025.42,202.55,-1222.02,-0.2173,-1.3728,0.53928,36784.7
952,50,56.0,800.0,263.02,309.72,0.8492,0.6238,2372.51,-0.12692,-0.705,3.37,0.2254,-108.81,-0.0288,-40.396,-47.67,7616.03,-170.45,16226.88,200.31,-1291.91,0.2018,1.3665,0.54978,37671.4
952,50,57.0,800.0,266.4,310.46,0.8581,0.6371,2536.24,0.10991,-0.7327,3.37,0.221,96.68,-0.0268,-41.978,-35.68,7441.68,-178.18,16426.04,198.04,-1366.34,-0.3336,-1.2524,0.56095,38618.7
952,50,58.0,800.0,269.76,311.22,0.8668,0.6502,2710.02,-0.0795,-0.7597,3.35,0.2166,-71.78,-0.0266,-43.528,-48.08,7259.7,-185.79,16622.88,195.59,-1445.16,0.3751,0.96,0.57279,39628.0
952,50,59.0,800.0,273.09,312.01,0.8752,0.6629,2893.49,0.03074,-0.7852,3.3,0.2124,28.5,-0.0252,-44.99,-43.23,7070.24,-193.07,16817.24,193.14,-1528.22,-0.5052,-0.3964,0.58532,40701.3
952,50,60.0,800.0,276.36,312.83,0.8834,0.6751,3086.05,0.03363,-0.8104,3.23,0.2083,32.02,-0.0243,-46.433,-44.51,6873.57,-200.24,17009.05,190.47,-1615.3,0.4572,-0.4454,0.59855,41840.5
952,50,61.0,800.0,279.54,313.68,0.8912,0.6868,3287.02,-0.09844,-0.8341,3.14,0.2044,-96.31,-0.0239,-47.791,-53.43,6669.91,-207.06,17198.2,187.81,-1706.16,-0.3626,1.3912,0.61249,43047.2
952,50,62.0,800.0,282.63,314.55,0.8985,0.6978,3495.63,0.13106,-0.8573,3.03,0.2007,131.81,-0.0221,-49.12,-41.61,6459.49,-213.69,17384.58,184.97,-1800.52,0.0076,-1.9606,0.62715,44323.5
952,50,63.0,800.0,285.6,315.45,0.9054,0.7075,3708.12,-0.09646,-0.8797,2.91,0.2054,-103.82,-0.0223,-50.4,-55.93,6242.62,-220.06,17568.12,182.05,-1913.79,0.3218,1.5396,0.64255,45671.0
952,50,64.0,800.0,288.44,316.37,0.9117,0.7164,3925.75,-0.00881,-0.9009,2.77,0.2117,-10.23,-0.0211,-51.615,-52.12,6019.51,-226.09,17748.69,179.1,-2034.35,-0.5414,0.1386,0.65869,47091.7
952,50,65.0,800.0,291.13,317.31,0.9175,0.7245,4148.16,0.11123,-0.9218,2.61,0.2175,138.5,-0.0197,-52.813,-46.44,5790.46,-231.93,17926.22,175.96,-2157.35,0.2152,-1.9867,0.67558,48587.4
952,50,66.0,800.0,293.66,318.28,0.9226,0.7317,4374.17,-0.0942,-0.9418,2.45,0.2226,-125.37,-0.0201,-53.959,-59.36,5555.77,-237.45,18100.63,172.78,-2282.07,0.3223,1.7919,0.69322,50159.7
952,50,67.0,800.0,296.02,319.26,0.9272,0.7381,4602.64,-0.04684,-0.9608,2.27,0.2272,-66.36,-0.0192,-55.05,-57.73,5315.7,-242.63,18271.8,169.58,-2407.79,-0.515,0.922,0.71164,51810.5
952,50,68.0,800.0,298.2,320.26,0.9311,0.7436,4832.32,0.1154,-0.9795,2.09,0.2311,173.34,-0.0176,-56.123,-49.51,5070.54,-247.58,18439.67,166.22,-2533.73,-0.1398,-2.4274,0.73083,53541.5
952,50,69.0,800.0,300.19,321.27,0.9344,0.7481,5061.89,0.01862,-0.9977,1.9,0.2344,29.52,-0.0176,-57.165,-56.1,4820.63,-252.23,18604.2,162.77,-2659.1,0.5235,-0.3928,0.7508,55354.2
952,50,70.0,800.0,302.0,322.31,0.937,0.7518,5290.14,-0.11224,-1.015,1.71,0.237,-187.17,-0.0179,-58.155,-64.59,4566.24,-256.54,18765.29,159.34,-2783.11,0.0981,2.5906,0.77156,57250.3
952,50,71.0,800.0,303.6,323.35,0.9389,0.7545,5515.86,-0.04008,-1.0316,1.51,0.2389,-70.02,-0.0168,-59.108,-61.4,4307.67,-260.53,18922.89,155.88,-2905.04,-0.536,0.9444,0.79311,59231.2
952,50,72.0,800.0,305.02,324.41,0.9402,0.7563,5737.85,0.09069,-1.048,1.31,0.2402,165.28,-0.0154,-60.045,-54.85,4045.21,-264.27,19076.93,152.3,-3024.14,-0.3406,-2.2814,0.81545,61298.5
952,50,73.0,800.0,306.23,325.47,0.9409,0.7572,5954.99,0.0906,-1.0639,1.12,0.2409,171.63,-0.0148,-60.96,-55.77,3779.19,-267.73,19227.41,148.65,-3139.72,0.3006,-2.3382,0.83858,63453.2
952,50,74.0,800.0,307.26,326.55,0.9409,0.7573,6166.23,-0.0166,-1.0793,0.93,0.2409,-32.57,-0.0152,-61.84,-62.79,3509.88,-270.89,19374.29,145.01,-3251.15,0.5417,0.471,0.86251,65696.9
952,50,75.0,800.0,308.09,327.64,0.9403,0.7565,6370.69,-0.09922,-1.094,0.74,0.2403,-200.83,-0.0154,-62.683,-68.37,3237.56,-273.73,19517.52,141.39,-3357.88,0.1946,2.7613,0.88724,68030.6
952,50,76.0,800.0,308.74,328.73,0.9392,0.7549,6567.57,-0.0883,-1.1083,0.56,0.2392,-183.75,-0.0149,-63.498,-68.56,2962.52,-276.3,19657.1,137.77,-3459.42,-0.3229,2.5057,0.91276,70455.6
952,50,77.0,800.0,309.21,329.83,0.9375,0.7525,6756.16,-0.01176,-1.1221,0.38,0.2375,-25.08,-0.0138,-64.293,-64.97,2685.03,-278.61,19793.0,134.13,-3555.35,-0.5764,0.3156,0.93908,72973.0
952,50,78.0,800.0,309.51,330.94,0.9353,0.7494,6935.9,0.06586,-1.1357,0.22,0.2353,143.41,-0.0128,-65.071,-61.3,2405.35,-280.67,19925.24,130.46,-3645.35,-0.4482,-2.0032,0.9662,75583.6
952,50,79.0,800.0,309.65,332.05,0.9325,0.7456,7106.34,0.10065,-1.149,0.06,0.2325,223.08,-0.0121,-65.83,-60.06,2123.73,-282.5,20053.84,126.78,-3729.13,-0.0873,-3.0973,0.9941,78288.4
952,50,80.0,800.0,309.63,333.16,0.9294,0.7411,7267.18,0.08544,-1.1618,-0.09,0.2294,192.17,-0.0118,-66.568,-61.67,1840.42,-284.1,20178.8,123.13,-3806.54,0.2838,-2.6618,1.02279,81088.4
952,50,81.0,800.0,309.47,334.27,0.9258,0.7361,7418.22,0.03772,-1.1743,-0.23,0.2258,85.83,-0.0119,-67.283,-65.12,1555.64,-285.46,20300.15,119.51,-3877.47,0.5094,-1.1729,1.05227,83984.2
952,50,82.0,800.0,309.17,335.39,0.9218,0.7306,7559.37,-0.01847,-1.1864,-0.36,0.2218,-42.4,-0.0121,-67.975,-69.03,1269.61,-286.6,20417.93,115.94,-3941.88,0.5405,0.6334,1.08253,86976.8
952,50,83.0,800.0,308.74,336.5,0.9175,0.7245,7690.68,-0.06434,-1.1981,-0.48,0.2175,-148.55,-0.0122,-68.645,-72.33,982.53,-287.55,20532.15,112.43,-3999.82,0.4082,2.144,1.11357,90066.8
952,50,84.0,800.0,308.21,337.62,0.9129,0.718,7812.24,-0.09024,-1.2094,-0.59,0.2129,-209.01,-0.0121,-69.294,-74.46,694.61,-288.3,20642.88,108.97,-4051.36,0.1805,3.0196,1.14538,93255.0
952,50,85.0,800.0,307.56,338.73,0.908,0.7112,7924.25,-0.09455,-1.2204,-0.7,0.208,-219.12,-0.0118,-69.926,-75.34,406.01,-288.88,20750.14,105.56,-4096.65,-0.0723,3.1813,1.17796,96542.0
952,50,86.0,800.0,306.82,339.85,0.9028,0.7039,8026.98,-0.08074,-1.2312,-0.79,0.2028,-186.73,-0.0114,-70.541,-75.17,116.9,-289.29,20854.01,102.21,-4135.87,-0.2958,2.7264,1.21131,99928.5
952,50,86.4,800.0,306.49,340.29,0.9007,0.701,8065.26,0.02382,-1.2357,-0.82,0.2007,54.98,-0.0103,-70.799,-69.43,0.0,-289.44,20895.01,100.8,-4149.73,0.5196,-0.7769,1.22487,101311.7
